,de,mscs,keyword_mscs,refs_mscs,keywords_DCG,refs_DCG
4823,27065,['47B25'],"['47A15', '47D03', '47L10', '47B25', '47A62', '39B42', '15A99', '47B10', '47B15']","['46C99', '62H20']",,
4824,27068,"['46G10', '28B05']","['46G10', '28B05']","['46B15', '46-02', '46B20', '52A05']",,
4825,27069,"['17B67', '14M15']","['17B67', '14M15', '17B37', '17B65', '17B10', '22E65', '81R10']","['51D20', '20G15', '05B25', '51E30']",,
4826,27074,"['74F10', '74H45', '74K15']","['74F10', '74H45', '74K15', '42A20', '42A24', '42A10', '42A16', '42B05', '42C10', '42A50']","['58J40', '35S99', '74K15', '74-02', '74F10', '74K20', '47Gxx', '47-02', '35S05', '42B10']",1.0,0.0
4827,27102,['76F20'],"['76F20', '46N99', '81T25', '35Q30', '76D05', '76N10', '76D03', '35Q35', '35B40', '35B65']",['76F99'],,
4828,27103,"['60K40', '82B99', '81V99']","['60K40', '82B99', '81V99', '60K35', '82B27', '82B05', '82B20', '82D55', '82D40', '82C28']","['17B65', '81T40']",1.0,0.0
4829,27104,"['17B37', '81R50']","['17B37', '81R50', '81R30', '81S10', '81S30', '22E70']","['35Q99', '35-02', '81T99', '37J35', '37K10', '17B35', '16W30', '46L87', '46L65', '46M20']",,
4830,27105,"['53Z05', '81T13', '53C07', '35Q40']","['53Z05', '81T13', '53C07', '35Q40', '53C20', '53C42', '58E20', '58J65', '53C55', '53C12']","['35Q51', '37K40', '82B20', '35Q99', '35P25', '35J10']",0.8154648767857288,0.0
4831,27106,"['76A10', '76S05', '35A05']","['76A10', '76S05', '35A05', '74F05', '74A15', '35K05', '11A15']","['76-02', '35-02', '76D05', '76M20', '35Q35', '00B15', '35-06', '76A05', '76A10']",1.0,0.0
4832,27107,"['76A10', '35Q35']","['76A10', '35Q35', '76S05', '35A05', '35B35', '35K55', '34K20', '34K40']","['76-02', '35-02', '76D05', '76M20', '35Q35']",,
4833,27109,"['46E35', '46E40']","['46E35', '46E40', '47B35', '45E10']","['47B38', '46E40', '47B60', '46E35', '46M35', '46E30', '47Gxx', '46B42', '42B25', '47G10']",,
4834,27110,"['30G20', '46E15']","['30G20', '46E15', '30G30', '30H20', '46E22', '35J30', '31B99', '35A35']","['30G20', '30E20', '45E05', '30E25', '46E30', '46E15', '46B25', '32-02', '32A10', '32A40']",,
4835,27111,"['30B50', '46E30']","['30B50', '46E30', '46B15', '42C30', '42B05', '52C22', '11K70', '47A13', '47A10', '47A60']","['34L99', '34B24', '34L40', '30D10', '30E05', '30D20', '46B15', '30D15', '42C15', '46E40']",,
4836,27113,"['30D50', '46J15', '31A20']","['30D50', '46J15', '31A20', '42B20', '42B25', '42B35', '42B30', '46E30', '47B47', '47B38']","['30D50', '30D55', '30-02', '30H05', '46J15', '30D40', '31A20', '46J20', '46J30', '46J10']",1.0,0.43067655807339306
4837,27114,"['47L30', '47A15']","['47B35', '47B38', '47A15', '32A36', '46L35', '47L30', '46J15', '47L05', '20Kxx', '46E22']","['47-02', '47A20', '47A45', '46-01', '47-01', '46B03', '46A55', '46A03', '46B10', '46C05']",,
4838,27116,['32A25'],"['32A25', '32A36', '47B35', '30C40', '32T99', '32W05', '32Q15', '32A37', '32F45', '32L10']","['32A25', '32T99', '35S05', '65H10', '32A35', '32A07', '33C60']",,
4839,27126,"['51C05', '20N02']","['22A22', '46L05', '58H05', '39B52', '18B40', '20N02', '20L05', '46L55', '53D17', '58J22']","['39B52', '39B05', '51E20', '17D99', '05B25', '51-02', '51-XX']",,
4840,27127,['52A55'],"['52A55', '53A17', '52A20', '70B15', '53B50', '11E88', '28A80', '28A75']","['52A20', '53C20', '52A05', '53C22', '52A38']",,
4841,27128,['51H10'],"['51H10', '51A40', '51E15', '51E20', '20B25', '05B25', '51A35', '12K10', '51A10']","['51H10', '22E25', '51H05', '54H20', '54H15', '54F45', '51A10', '51A35', '57N15', '17Bxx']",,
4842,27130,"['52B12', '51M09']","['52B12', '51M09', '51M25', '51M10', '51M20', '52B11', '52B10', '05C05']","['52A35', '52A20', '52A40', '52C17', '52Bxx', '52B12']",,
4843,27131,['53A07'],"['53A07', '65D10', '05B40', '53C22', '58E10', '53C20', '20F16', '20J05', '20F05', '55Q05']","['53C20', '37A30', '53C99']",,
4844,27132,"['06C05', '51A25', '51A30', '51C05']","['51A25', '06C05', '51A30', '51C05', '51E12', '17B70', '17B60', '17C50', '17A40', '51A20']","['06C05', '51-XX', '20K01', '06C10', '06C15', '51E20', '16Gxx', '51D25', '51G05', '51A05']",0.31546487678572877,0.0
4845,27133,"['51E15', '51A40']","['51A40', '51E20', '51E15', '51A45', '51E12', '51A30', '51A20', '51E23', '51E14', '51A50']","['51A40', '51E20', '51E15', '51-04', '51E30', '51A45', '51E12', '05B25', '51B10', '51B15']",,
4846,27134,"['52B10', '52B05']","['52B10', '52B05', '52A10', '05C75', '52B70', '13C14', '13D25']","['52Bxx', '05-01', '05-02', '05Cxx', '05C15']",,
4847,27135,"['05B35', '15A03']","['05B35', '15A03']","['16Y99', '20N20', '16Y60']",,
4848,27136,"['51B15', '51M15', '51E12']","['51B15', '51B20', '51E25', '30D05', '37B99', '51H15', '51M15', '51E12', '20B20', '05B15']","['51H20', '51H05', '51B15', '51B05', '05B25', '51A99', '54A05', '54H99', '51E12', '51H15']",0.3562071871080222,0.0
4849,27137,"['53A25', '53A05']","['53A25', '53A05']","['53A05', '53C40', '53C45', '53A10', '53-01', '53A25', '53A15', '53A20', '53B20']",,
4850,27138,"['51G05', '17A40']","['51G05', '17A40', '06F25', '20N05', '12J15']","['51E20', '17D99', '51-XX', '51-01', '51-02', '51A35', '51G05', '06F25', '51A30', '06F20']",,
4851,27142,"['14Q20', '14A05']","['14A05', '13F20', '14Q20', '32A27', '11C08', '14F17', '32B10', '13P10', '32C30', '13D03']","['68Q25', '14A05', '11J81', '13F20', '13P10', '13A15', '68W30', '13C10', '14Q20', '14-04']",,
4852,27150,"['13P10', '68W30', '65H10']","['13P10', '68W30', '65H10', '17B30', '17-08', '14F10', '08C10']","['13F20', '13P10', '13A15', '68W30', '16Z05', '16S32', '32C38', '68Q25', '13-04', '03D03']",1.0,0.5
4853,27151,"['13P10', '13F20', '14Q99']","['13P10', '13F20', '14Q99', '14B05', '14C05', '14Q20', '14M25']","['13F20', '13F25', '68W30', '13-04', '13P10', '94B27', '14A05', '68Q25', '13A15', '14H20']",1.0,0.0
4854,27153,"['94B27', '94B75', '11T71']","['94B15', '94B25', '94B27', '94B75', '94B05', '51E20', '94B65', '11T71', '20B25', '51E22']","['94B05', '94B15', '94B40', '11T22', '11T06', '11T23', '94Bxx', '94-02', '05Bxx', '11T71']",0.5,0.0
4855,27155,"['13D40', '13P10', '13D10']","['13P10', '13D10', '13D40', '53C21', '58H15', '83C99', '17B37', '81R50', '14J26', '14J17']","['13H10', '14B25', '13C10', '14M05', '18F25', '13-04', '13F20', '68W30', '13B30', '16W50']",0.0,0.0
4856,27156,"['05B20', '94B05']","['94B05', '11T71', '94B15', '94B60', '94B65', '11H71', '94B27', '05B20', '94B25', '94B99']","['05B25', '05B05', '94B25', '51E05', '05B30', '94B15', '94B05', '05B20', '20B25']",,
4857,27201,['60H10'],"['60H10', '76M99', '76P05', '74K20', '47N20', '34B15', '80A20', '76D05', '76M20', '74S30']","['60G48', '60G07', '60G44', '60G15', '60H05', '60J65', '60G30', '60B99', '60J25', '60G20']",,
4858,27202,"['60G17', '60G15', '60F15', '60G10']","['60G15', '60G17', '60G10', '60F15', '62M05', '60J60', '60H15', '47D07', '60J75', '35R60']","['60J60', '60H25', '60G15', '60B05', '60B10', '60K35', '60G20', '60G17', '60G10', '60H10']",0.25,0.31546487678572877
4859,27204,"['60J65', '60J55', '60F17']","['60J55', '60J65', '60G17', '60H10', '60J60', '60G15', '60F15', '60H05', '60G50', '60G44']","['60B12', '60F17', '60J99', '60J65', '60J55', '60G17', '60G57', '60F15', '60F05', '60-02']",0.0,0.43067655807339306
4860,27205,"['60F17', '60H05']","['60G55', '60F05', '60D05', '60J75', '60H10', '60K25', '60G51', '60J65', '60H05', '65C30']","['62E20', '62G99', '60F15', '60F05', '60-02', '62G30', '62-02', '62G10', '62G05', '60Hxx']",,
4861,27206,['60G50'],"['60G50', '60K05', '60G51', '60G40', '60H10', '60J25', '60F05', '91B30', '60J99']","['30B40', '30-02', '26A48', '47A10', '30C40', '30D50', '60J60', '60J80', '60J10', '60J27']",,
4862,27207,"['60K35', '82C22']","['60K35', '82C22', '60G50', '60J27', '60H10', '60J75', '60J80', '60H15', '82B41', '82B05']","['60K35', '60J70', '60G50', '82C22', '76A02', '76-02', '82D15', '47D07', '60F99', '60-02']",,
4863,27208,"['60K35', '82C22']","['60K35', '82C22', '60G50', '60J27', '60H10', '60J75', '60J80', '60H15', '82B41', '82B05']","['60K35', '82C22', '60G45', '60-02', '60Jxx']",,
4864,27209,"['60J80', '60G57']","['60J80', '60G57']","['60J80', '60J85', '60H15', '60J60', '60-02', '60K35', '60G57', '60G55', '60K99', '60B99']",,
4865,27210,['60J80'],"['60J80', '60J27', '60K25', '90B22', '68M20', '42C05', '60G55', '60J85', '60F17', '60G17']","['92B05', '62P10', '92D10', '62D05', '60C05', '62F03', '62M05', '62E15', '62F10']",,
4866,27211,"['60J60', '60J55', '62M05']","['60J60', '60J55', '62M05', '60J65', '60G17', '60H10', '60G15', '60F15']","['60G15', '60G10', '60G17', '60G25', '62-01', '60-01', '62M05', '62F12', '60J60', '60J99']",1.0,0.0
4867,27213,"['62E10', '60E07', '62J05', '60E10']","['62E10', '60E07', '62J05', '60E10', '62M10', '62P05']","['60G07', '60E07', '62J02', '65-04', '65D30', '60B10', '60F05', '60G10', '60G15', '42A38']",0.8154648767857288,0.5
4868,27214,"['60G10', '60G15', '60F05', '60F17']","['60G10', '60G15', '60F05', '60F17', '60K05', '60K25', '90B22', '60G17']","['60G15', '60G10', '60E05', '60F05', '60G17', '60F99', '60J60', '60G50', '60-01', '60-02']",0.8154648767857288,0.25
4869,27218,['60K05'],"['60K05', '60G50', '60E10']","['26A12', '26A48', '26-02', '11K65', '11N60', '30-02', '40E05', '60-02', '60Fxx', '60Axx']",,
4870,27410,['92C35'],"['92C35', '92Cxx', '76Z05', '76S05', '76M99', '86A20', '74F15']","['92Cxx', '65N22', '76Z05', '65-01', '65Fxx', '65Dxx', '65C10', '68P10', '65Hxx', '65K05']",,
4871,27415,"['92D40', '65C20']","['74S30', '74A15', '92D40', '65C20', '91B28', '78A25', '74B20', '74E05', '74B05', '74H45']","['92D40', '58K35', '37G99']",,
4872,27416,"['22E65', '81R10', '17B68', '81S10', '22E70', '53D50']","['53D50', '81S10', '37J99', '57R56', '58J20', '22E65', '53D20', '53D55', '53D17', '81T40']","['22E65', '17B67', '22-02', '46M20', '14M15', '43A85', '32M10', '53D50', '81S10', '58D05']",0.25,0.07886621919643219
4873,27418,"['17B37', '81R50']","['20G05', '20C30', '20C15', '17B37', '20G40', '22E50', '20C20', '20C08', '17B10', '05E10']","['17B10', '17B35', '37J35', '37K10', '35Q99', '17B37', '17B45', '16W30', '81Q99', '81R50']",,
4874,27421,"['53Z05', '81T30', '81T20', '17B81']","['17B68', '17B65', '17B67', '17B10', '81R10', '81T40', '17B69', '22E65', '17B81', '17B70']","['22E55', '81T08', '81T05', '58A25', '58J60', '81R10', '58D30', '55R65', '17B65', '17B67']",0.0,0.0
4875,27422,['37A30'],"['37C30', '11K50', '37E05', '37A30', '82B10', '81Q20', '82D30', '81Q60', '81V05', '11K99']","['37A99', '37D35', '37-02', '37D20', '37C30', '81T17', '60K35', '82B05', '60F10', '60-02']",,
4876,27423,"['57S15', '57S25', '22E99']","['57S15', '57S25', '22E99', '52B11', '52B40', '52B12', '47G10']","['37N99', '22E70', '81T08', '81T60', '58A35', '57S15', '57-02', '57S10', '54H15', '11E81']",1.0,0.0
4877,27425,"['17B37', '81R50']","['17B67', '17B37', '17B65', '17B10', '22E65', '81R10', '16G20', '81T40', '17B56', '14M15']","['53D50', '17B35', '17B15', '16Gxx', '17B45', '16W30', '81Q99', '17B10', '17B37', '81R50']",,
4878,27426,"['35Q40', '81T40', '81R50', '17B37']","['35Q40', '81T40', '81R50', '17B37', '17B69', '81R10', '17B65', '17B68']","['30F35', '17B65', '81T40', '58J90', '17B10', '81R10', '17B68', '16W30', '58H05', '22E70']",0.8154648767857288,0.31546487678572877
4879,27437,"['03A05', '03B80']","['03A05', '03B80', '01A60', '01A55', '00A30']","['70A05', '70Fxx', '03-01', '03Dxx', '03B25', '11U05', '08-XX', '06-XX', '26E35', '03A05']",,
4880,27439,"['90C70', '90C29', '90C30']","['90C70', '90C29', '90C30']","['94D05', '94-02', '90-02', '91B06', '90C31', '90C15', '03E72', '90B50', '90C32', '90C70']",1.0,0.0
4881,27441,"['65F05', '15A06', '03E72']","['03E72', '26E50', '94D05', '54A40', '90C70', '60F99', '06A99', '93C42', '08A72', '28E10']","['03E72', '03-02', '65G30', '65F99', '65J05', '65G50', '65L05', '54A05', '54H25', '54D15']",0.0,0.0
4882,27442,['93C42'],"['93C42', '54F05', '06B30', '03E72', '26E50', '94D05', '03B52', '06A15']","['94D05', '94-02', '90-02', '94A99', '03E72', '26A03', '60D05', '94-01', '03-01', '65-02']",,
4883,27444,"['54A40', '54C35']","['54A40', '54C35']","['54A05', '54D15', '54E15', '54A40', '54A10', '54D30', '54B35', '54A20', '54H25', '68T37']",,
4884,27445,"['16D80', '16N40', '03E72']","['16N40', '13L05', '16D25', '16D80', '03E72', '13A15', '16D10', '06F35']","['20A05', '03E72', '16D25', '13L05', '03G99', '20N25', '20E15', '20E07', '46A99', '94-00']",0.0,0.0
4885,27446,"['54A40', '54D15', '54D65', '54D10']","['54A40', '54D15', '54D65', '54D10']","['54A40', '54D10', '54D15', '54E15', '06D10', '54A05', '54A10', '54D30', '54A20', '06B10']",0.8154648767857288,0.31546487678572877
4886,27450,['28E10'],"['28E10', '60A99', '94D05', '11M35', '11M41', '81P10', '60B15', '06D35', '60B05']","['03G12', '81P10', '03E72', '28E10', '60A99', '60B99']",,
4887,27451,"['46S40', '03E72', '94D05', '60A99', '28E10']","['03E72', '94D05', '28E10', '60A99', '60D05', '60A10', '60B05', '60G05', '03B52', '46S40']",['94D05'],0.5,0.0
4888,27453,"['54A40', '54A15', '54E05', '03E72', '54E15']","['54A40', '54A15', '54E05', '03E72', '54E15']","['54A40', '54E05', '54E15', '54D15', '54A15', '54C05', '54B10', '54B30', '54E17', '03E72']",0.7103099178571526,0.47689218602446437
4889,27454,"['54A40', '54E05', '54A15', '03E72', '54E15']","['54A40', '54E05', '54A15', '03E72', '54E15', '54B20']","['54A40', '54E05', '54E15', '54A15', '54C05', '54B10', '54A20', '06B10', '54B30', '54E17']",0.7103099178571526,0.5
4890,27455,"['20N25', '20E07', '03E72']","['20N25', '20E07', '03E72', '20E15', '20A05', '20E06', '20E22']","['20A05', '20E07', '20D40', '20D60', '20N25', '20D10', '20F22', '03E72', '20E15']",1.0,1.0
4891,27456,"['20N25', '20E07']","['20E07', '20N25', '16D25', '16Y30', '16N80', '08A30', '03E72', '20A05']","['20L05', '94D05', '20A05', '03E72', '20E07', '22A05', '20N25', '22A22', '54A40', '20E22']",,
4892,25474,"['76B55', '76V05']","['76B55', '76V05', '76R10', '80A20', '76S05', '76E15', '76M99']","['35-02', '35J25', '35B99', '34-01', '34A30', '34A12', '34D20', '34E05', '34A25']",,
4893,25524,"['53A60', '34A26', '35A30', '53-02']","['34B15', '34A12', '65L20', '34B10', '34C25', '34B18', '47N20', '34C20', '65L05', '34A34']","['35L70', '35A05', '53-02', '52-02', '52A40', '53C20', '53C65', '53A04', '34C05', '53C45']",0.0,0.0
4894,25526,"['37J99', '37K35', '51M10', '58C40', '35Q35', '58D30', '76N15']","['37J99', '37J45', '34C25', '37J40', '70H05', '65L05', '37J35', '58E05', '65P10', '65L06']","['53D17', '37J05', '35G20', '76A99', '37J99', '37J35', '37K10', '53C20', '58-02', '35Q51']",0.0,0.0
4895,25528,['34A25'],"['65-02', '15-02', '65Y05', '65F05', '03B42', '35J25', '35K15', '15A18', '15B48', '39-02']","['15-01', '26C99', '26A42', '15A09', '34A30', '34A05', '35F05', '34A45', '34B05']",,
4896,25536,"['74G60', '74K20']","['74G60', '74K10', '74K20', '74H45', '74S05', '74S30', '74G05', '65N25', '35P30', '35B32']","['46-01', '47-01', '47A50', '47B15', '65J05', '47A05', '47A10', '46B03', '46C05', '46A03']",,
4897,25537,"['74F15', '74B99', '74H99', '35P10']","['14B05', '14J17', '14E15', '35A20', '58K05', '57R45', '58K99', '58C25', '83C75', '14H20']","['74J99', '74B99', '74J20', '74J25', '74H45', '74K20', '76S05', '76M99', '74L10', '74F15']",0.0,0.5
4898,25539,"['70J25', '37C75', '70H99']","['37D45', '37C70', '34C23', '37C75', '54H20', '65L05', '34C20', '34C05', '34D05', '37-XX']","['70M20', '70K20', '70H05', '70K30', '70Q05', '70Kxx', '70-02', '70J25', '70K99', '34C29']",0.5,0.0
4899,25540,"['76B15', '76M25']","['35A05', '35L65', '34B15', '74G30', '74H25', '35J05', '35G10', '35K65', '35K55', '35K15']","['76B10', '34B15', '76D10', '76M99', '76-02']",,
4900,25552,"['37J99', '37C75']","['65M12', '65M06', '65L20', '65L05', '34K20', '34A34', '65L06', '65M15', '65R20', '34D20']","['65L12', '37-XX', '37Jxx', '70H05', '37J99', '37D45', '70-08']",,
4901,25561,"['47J05', '65J15', '47H05']","['47J05', '65J15', '47H05', '47H11', '47H10', '47H07', '47H09']","['47J05', '46N99', '47H10', '47A53', '39B52', '35J25', '35J60', '47Hxx', '47-01', '65J15']",1.0,0.0
4902,25562,"['35Q40', '35P25', '35B40', '41A30']","['35J10', '81Q05', '35Q55', '35Q40', '34L40', '35Q41', '35P25', '35B40', '35Q99', '65M12']","['35R30', '35-02', '35P25', '65Z05', '76Q05', '65N38', '78A45', '35C15', '35Q60', '47G10']",0.34477026022067775,0.31546487678572877
4903,25563,"['14D05', '14G35', '14H52']","['14D05', '14G35', '14H52', '14K05', '14H40', '14H10', '14J27']","['14D07', '14D05', '14L05', '14J25', '14F30', '14G10', '11G35', '14-XX', '14M17', '14G35']",1.0,0.0
4904,25630,"['65Z05', '65M60', '65M30', '35R30']","['65Z05', '65M60', '65M30', '35R30', '65M12', '65F10']","['93B30', '93B40', '93C20', '35L10', '35R25', '35R30', '65D07', '74K10', '35K55', '93C10']",0.8154648767857288,0.0
4905,25631,"['91A23', '91A60', '91A15', '49N35', '49N99', '49N10', '49N70', '49N75', '35G10', '35K25']","['47J25', '65J15', '65J10', '47H09', '65J20', '49J40', '47H05', '47H10', '34G10', '47A10']","['91A60', '91A23', '91Axx', '91-01', '91A10', '91A24', '91A25', '93E11', '93-02', '15A27']",0.0,0.0
4906,25632,"['93E20', '93E03', '93C62']","['93E20', '93E03', '93C62', '90C39', '90C40']","['93-01', '93C55', '93E20', '60G35', '62F10', '62G30', '62M10', '62M20', '93C05', '93C40']",1.0,0.0
4907,25633,"['93E20', '93E03']","['93E20', '93E03', '60J70', '60J60', '49J20', '49J55', '93C20']","['93E20', '60J60', '93B05', '93B03', '93E03', '49J55', '49L20', '60B99', '93-02', '93C40']",,
4908,25658,"['65D32', '41A55', '41A63', '28-04']","['65D32', '41A55', '41A63', '28-04', '65Y05', '65C05', '11K45']","['65D32', '41A55', '65A05', '41A63', '65D05', '65D30', '65C05', '65C10', '65-02', '65N06']",0.8154648767857288,0.75
4909,25659,"['65D32', '41A55', '65N38', '41A63', '30E20', '65R20']","['65N38', '65R20', '35J05', '65M70', '35K05', '65N30', '74B05', '74S30', '45B05', '65F35']","['65H10', '65K05', '65H20', '65H17', '65-02', '90C30', '65D32', '65N38', '41A55', '41A63']",0.0,0.16219955252976553
4910,25660,"['65N55', '65N30', '65F10', '65Y05', '35J25']","['35J25', '65N30', '65N12', '65N15', '65N55', '65F10', '35J05', '65N50', '65F35', '65Y05']","['65N55', '65N30', '65F10', '65F35', '35J25', '65N22', '00B25', '74-06', '65-06', '35-06']",0.46228426907818054,0.5436432511904858
4911,25661,"['65N55', '65N30', '65F10', '65Y05', '35J05']","['35J25', '65N30', '65N12', '65N15', '65N55', '65F10', '35J05', '65N50', '65F35', '65Y05']","['65N30', '65F05', '65F10', '35J25', '65N22', '65F35', '65Y05', '35J05', '00B25', '74-06']",0.46228426907818054,0.3290456468931599
4912,25662,"['65H10', '65G30', '65D25']","['65H10', '65G30', '65D25', '65Y05', '90C30', '49M37', '65H20', '90-08', '68W30']","['65G30', '65Hxx', '65F10', '65-02', '65F05', '15-04', '90C30', '65K05', '90-08', '65H10']",1.0,0.0
4913,25663,"['65F05', '65G50']","['65F05', '65F15', '65G50', '15A22', '65F35', '65Y20', '65F20', '93B40', '93C35', '65D17']","['65F05', '65Y05', '65G50', '15A06', '65J05', '65F15', '65-02']",,
4914,25664,"['92C99', '92D25', '47G10', '45B05']","['92C99', '92D25', '47G10', '45B05', '16P90', '16R10', '35J65', '17B01', '20F05', '46F10']","['34K25', '92B05', '34K05', '92D25', '34K99', '45-XX', '45-01', '47Gxx', '47E05', '47F05']",0.8154648767857288,0.25
4915,25668,"['92B05', '92C40', '35Q92', '92C99']","['92C17', '35Q92', '35K55', '35B40', '35K57', '35B44', '35K51', '35A01', '35K59', '35B35']","['92D50', '92D40', '35Q92', '35-02', '35B10', '35B35', '35K55', '35B30', '35K60', '35B40']",0.5,0.31546487678572877
4916,25669,"['92D15', '92D10', '45K05']","['92D15', '92D10', '45K05', '54C65', '54C60', '54B20']","['47D06', '46A04', '47H20', '62-02', '62-01', '92D10', '92-01', '92-02', '37-XX', '34C40']",1.0,0.38685280723454163
4917,25673,['30D05'],"['30D05', '39B12', '37B99', '26A18', '37F10', '65F10', '37E05', '65F30', '47J25', '32H50']","['82-01', '82Bxx', '82B26', '82B20', '60K35', '37C75', '30D05', '30D35', '37A99', '37J50']",,
4918,25674,"['17A70', '17B70', '22E70']","['17B70', '17A70', '17B10', '17B56', '17B30', '17B20', '17B37', '17B35', '17B55', '17B65']","['58-02', '17B70', '58C40', '17-02', '53D50', '17A70', '15A90', '83E50', '58A50', '22E46']",0.0,1.0
4919,25676,"['58J50', '34L25', '17B81', '35P25']","['37K10', '37J35', '35Q53', '35Q51', '37K35', '35Q99', '35P25', '39A14', '37K60', '35Q55']","['58J90', '82B10', '37J35', '37K10', '17B65', '22E70', '81Q05', '37K15', '81U40', '57M25']",0.0,0.0
